0.410788	0.531008
0.853202	0.149765
0.981178	0.468419
0.0724599	0.410759
0.105336	0.0779706
0.276779	0.555145
0.739076	0.814325
0.0746738	0.676844
0.687235	0.725845
0.849954	0.152734
0.168537	0.614808
0.871881	0.173369
0.182601	0.6617
0.685218	0.726534
0.194134	0.176816
0.155254	0.364563
0.910496	0.100705
0.511134	0.605452
0.112039	0.270198
0.282714	0.541715
0.0675662	0.68833
0.780631	0.435508
0.973177	0.304762
0.84109	0.173685
0.811375	0.462347
0.356941	0.306877
0.411382	0.371442
0.530262	-0.0014307
0.915869	0.0947005
0.573254	0.720204
0.514882	0.289396
0.149332	0.36097
0.886595	0.16679
0.528582	0.00121281
0.823222	0.444796
0.601701	0.538189
0.184449	0.658434
0.868506	0.1529
0.0877782	0.405215
0.902089	0.356528
0.242235	0.950753
0.0931522	0.408527
0.606255	0.537798
0.23252	0.939623
0.100179	0.0753295
0.0959182	0.758874
0.797998	0.745664
0.393474	0.571085
0.109646	0.0790696
0.439583	0.243385
0.908594	0.586801
0.849199	0.154548
0.875039	0.588086
0.108966	0.771366
0.783466	0.452371
0.876442	0.170436
-0.00123285	0.0281087
0.237181	0.950438
0.688854	0.727666
0.194938	0.176356
0.521752	0.281456
0.107385	0.0798922
0.75487	0.103948
0.740877	0.377712
0.0180609	0.557615
0.986126	0.137832
0.746381	0.811343
0.239583	0.944399
0.385769	0.743953
0.776108	0.223015
0.862618	0.150817
0.915572	0.588117
0.681483	0.729459
0.78191	0.439279
0.116597	0.265305
0.758192	0.10288
0.589112	0.847335
0.0916557	0.40681
0.603352	0.549719
0.139024	0.369104
0.187898	0.650783
0.166635	0.604841
0.917794	0.586905
0.877526	0.585067
0.433499	0.244664
0.513452	0.294628
0.866529	0.172952
0.418378	0.377592
0.692247	0.731133
0.351111	0.213564
0.28387	0.973393
0.110045	0.0785231
0.0590772	0.391069
0.0218066	0.552867
0.606754	0.753825
0.780527	0.456274
0.905423	0.589816
0.761626	0.254106
0.22274	0.937657
0.360546	0.308735
0.862603	0.162824
0.191417	0.111359
0.412057	0.311674
0.371916	0.306588
0.631053	0.878343
0.63219	0.305204
0.687236	0.729685
0.0895499	0.416139
0.154304	0.366126
0.299205	0.484949
0.914853	0.585387
0.810383	0.444092
0.865749	0.147687
0.742499	0.810957
0.181486	0.664911
0.282971	0.540457
0.41511	0.310981
0.700949	0.0685401
0.280547	0.545556
0.608614	0.756584
0.232901	0.94315
0.91034	0.348146
0.650966	0.0377328
0.609499	0.535878
0.066341	0.934217
0.437122	0.244909
0.615767	0.93514
0.809135	0.000655242
0.0647379	0.383568
0.215952	-0.0105053
0.133202	0.0366449
